,intercolumnar distance,upper margin,lower margin,exploitation,row number,modular ratio,interlinear spacing,weight,peak number,monk
7656,0.130292,-1.649494,-3.210528,-2.636061,0.0,1.43606,0.635431,1.343041,0.18881,A
7657,1.772024,0.014957,0.335206,-0.08619,0.0,-0.266459,0.597681,0.466202,-1.557353,A
7658,-0.412837,-0.346197,0.601936,2.211191,0.440474,-0.349509,-1.516343,2.378736,2.652146,X
7659,0.019197,-0.283388,0.214288,0.857677,0.261718,0.231839,-0.044076,0.286823,0.032902,A
7660,0.241386,-0.322644,0.310311,0.49055,0.261718,1.602159,0.861934,-0.595627,-0.154186,A
7661,0.142636,0.486028,0.025799,0.545422,0.17234,0.397939,-2.875357,0.642474,0.282354,A
7662,-0.22768,-0.251983,0.449011,-1.268911,0.261718,-0.847807,0.710932,-0.278068,-1.49499,E
7663,-3.498799,1.035611,-3.210528,0.802954,0.0,1.892833,-0.723584,0.140275,-0.964905,Y
7664,0.389513,0.556689,0.431229,-1.955514,0.082961,-0.598658,-0.195078,-2.05914,-1.869167,A
7665,1.019049,0.211237,-0.155578,-0.311855,0.261718,0.564038,0.786433,0.345419,-0.060642,A
7666,-0.06721,-0.275537,0.253409,0.371526,-1.078955,0.896237,-0.648083,-1.235384,-1.339082,A
7667,-0.351118,0.014957,0.214288,0.736624,0.17234,-0.141884,0.069175,1.235382,0.781258,E
7668,0.006853,0.376111,0.125378,-1.299376,-1.078955,1.934358,0.220177,-0.065198,-0.684271,G
7669,-0.215336,0.776522,0.502357,-1.289141,-0.721442,1.519109,0.597681,-0.299503,0.126447,A
7670,4.462983,-0.181323,0.306755,-2.963951,0.261718,-0.01731,0.182426,0.844919,0.157628,F
7671,0.290762,0.156278,0.136047,1.401386,0.0,-0.058835,-0.119577,1.267884,0.469443,A
7672,0.25373,-0.338346,0.352988,-1.154243,0.17234,-0.598658,0.182426,0.496277,0.032902,F
7673,0.130292,0.533135,-0.045329,-0.942602,0.261718,-1.429155,0.182426,-0.575066,0.40708,G
7674,0.130292,-0.071406,0.214288,0.915742,0.261718,0.024215,0.52218,0.125675,-0.497183,A
7675,0.759828,-1.304042,-0.023991,-0.973663,-0.006417,-0.640182,-3.819118,-0.483541,0.718895,I
7676,0.068573,-0.197025,0.032912,0.615571,0.082961,-0.266459,-0.081827,0.735047,0.344717,A
7677,0.105604,0.014957,0.377883,-0.432222,0.261718,-0.474083,-0.119577,-0.40289,0.999528,H
7678,0.303106,-0.134216,-0.002652,-0.624558,0.261718,1.602159,1.352689,-0.639641,0.500624,A
7679,0.068573,0.069915,-0.002652,-1.149827,0.0,1.186911,0.295677,0.460455,-0.185368,F
7680,0.056229,-0.291239,0.239183,0.767954,0.17234,-0.598658,0.333428,0.194852,-0.528364,A
7681,0.401857,-0.220579,-3.210528,-1.185513,0.0,-0.391033,-2.648855,0.0405,-0.029461,A
7682,-2.215039,-0.29909,0.352988,0.054854,0.0,1.228436,-0.119577,-1.330053,-0.341275,A
7683,0.303106,0.352558,0.082701,0.703981,0.261718,-0.515608,0.371178,1.144596,-0.029461,F
7684,0.15498,-0.040001,0.363657,1.200934,0.261718,1.186911,0.295677,-0.315268,-0.185368,A
7685,-0.017834,-0.330495,0.488131,-0.183313,0.17234,0.190314,0.069175,-1.090079,-0.715453,F
7686,0.080916,0.10132,0.10404,0.14049,0.261718,0.564038,0.597681,-0.395551,-0.466001,A
7687,-0.597995,-0.071406,0.352988,0.220844,0.261718,2.308081,0.182426,-1.204746,-0.715453,E
7688,-0.277055,0.038511,0.42056,3.987152,0.0,2.100457,0.333428,1.288774,2.277968,X
7689,-3.498799,0.329004,0.139604,0.982191,0.0,-0.764757,-0.270579,0.927454,-2.960519,A
7690,0.229043,0.014957,0.395665,-1.399572,0.082961,-1.470679,0.371178,-0.594171,0.968347,H
7691,0.043885,0.572391,0.00446,-0.3331,0.261718,-1.180006,0.333428,0.244284,0.095265,G
7692,-0.178304,0.014957,0.264078,0.582361,0.0,1.103861,0.446679,-0.174429,-0.497183,A
7693,0.266074,-0.16562,0.32098,0.483299,0.17234,-0.391033,0.333428,-0.752018,-0.87136,A
7694,-0.116585,-0.581733,0.569929,1.083313,0.082961,1.934358,0.295677,-0.600054,-0.528364,D
7695,0.130292,-0.456114,0.292529,0.202672,0.261718,0.937762,0.031425,-0.670492,-0.466001,A
7696,-0.042522,0.007106,0.264078,-0.162546,0.17234,-0.266459,-0.006326,-0.18934,0.750076,E
7697,-0.178304,-0.338346,0.45968,1.40246,0.797987,0.522513,-1.32759,0.41114,0.531806,Y
7698,-0.252367,-0.110662,0.452567,0.888321,0.17234,-0.058835,0.371178,0.850569,0.251173,D
7699,0.031541,0.2976,-3.210528,-0.58359,-0.721442,-0.349509,0.408929,0.763996,0.62535,A
7700,0.241386,-0.43256,0.349432,-1.029281,0.261718,-0.847807,-0.119577,-0.246596,0.282354,F
7701,1.019049,0.211237,-0.155578,-0.311855,0.261718,-0.10036,0.861934,0.627719,-0.123005,A
7702,0.15498,0.140576,0.228514,0.766134,0.0,1.35301,0.446679,-0.615159,-0.497183,A
7703,0.043885,0.195534,0.260522,-0.393821,0.261718,-1.636779,0.295677,-3.309415,-3.365878,G
7704,1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.01731,0.106925,0.111269,-0.87136,A
7705,0.772172,0.030659,0.075589,0.371824,0.976743,-1.013906,-1.478592,0.373785,1.623157,I
7706,0.117948,0.171981,0.217845,1.738109,0.261718,0.024215,-0.081827,1.523487,0.313536,A
7707,-0.770809,-0.110662,0.328093,0.26205,0.17234,1.560634,-0.799085,-1.934882,-1.463808,D
7708,-0.141273,-0.244132,0.249852,0.593729,0.0,0.771662,0.52218,0.165147,-0.060642,F
7709,-0.00549,-0.322644,0.100483,-0.519439,0.261718,-1.138481,0.295677,-0.566698,0.687713,A
7710,0.167323,0.148427,0.278304,-0.289596,0.261718,-0.930856,0.106925,0.585451,1.03071,H
7711,-0.079554,-0.338346,0.40989,0.129748,0.17234,0.107265,0.106925,0.701012,0.469443,A
7712,0.846235,0.014957,-0.052442,0.98795,0.261718,1.228436,0.937434,0.089757,-0.341275,A
7713,0.080916,-0.063555,0.349432,0.968645,0.0,0.480988,0.220177,0.911009,0.032902,F
7714,-0.314087,-0.236281,0.029355,0.460861,0.261718,0.937762,0.861934,-0.192544,0.438262,A
7715,0.364825,-0.149918,0.107596,-1.108143,0.0,0.06574,0.786433,1.163837,0.282354,A
7716,0.043885,0.274046,0.182281,0.095763,0.261718,-0.972381,0.220177,0.868625,-0.341275,F
7717,0.229043,-0.016448,0.317424,-0.526838,0.261718,0.854712,0.484429,-1.064392,-0.154186,F
7718,0.019197,0.588093,0.260522,-1.348758,0.0,0.14879,-0.270579,-1.469106,-0.746634,A
7719,0.031541,0.007106,-0.315616,2.791392,0.0,1.477585,0.031425,1.80503,-0.497183,A
7720,0.031541,0.171981,0.253409,-0.862994,0.17234,0.231839,0.597681,-1.29295,0.095265,H
7721,-0.042522,-0.416858,0.569929,-2.224653,0.082961,3.387727,-2.460103,-0.749494,-1.183175,D
7722,-0.32643,0.093469,-3.210528,0.668414,-0.095795,1.809783,0.52218,0.065895,1.498432,X
7723,0.512951,-0.416858,0.125378,0.549719,0.976743,-0.224934,-1.818346,0.47226,1.436069,I
7724,0.204355,-0.275537,0.360101,-0.278884,0.261718,-0.058835,0.295677,0.3414,0.219991,A
7725,0.09326,0.2976,-0.013322,0.1091,0.261718,-0.515608,-0.081827,-0.116532,-0.559546,A
7726,0.105604,-0.251983,0.466793,0.287084,0.261718,-0.10036,-0.044076,-0.292106,-0.403638,A
7727,-0.017834,0.23479,-0.180472,0.621032,0.261718,0.356414,0.937434,0.566114,-0.060642,F
7728,0.290762,0.077766,0.118265,0.275805,0.261718,0.107265,0.220177,0.242245,-0.341275,F
7729,0.15498,-0.16562,-3.210528,-1.32068,-0.185173,0.439463,0.55993,-0.432304,-0.341275,A
7730,-0.178304,-0.620989,0.32098,0.699028,0.261718,1.43606,0.484429,-0.406423,0.438262,E
7731,0.229043,-0.016448,0.317424,-0.526838,0.261718,0.397939,0.597681,-0.936114,-0.091823,F
7732,0.130292,-0.275537,0.274747,-0.574878,0.261718,-0.349509,0.408929,-2.205475,-2.243345,A
7733,0.47592,-0.43256,0.114709,-0.87096,0.976743,-0.723232,-1.101088,-2.01699,-0.123005,I
7734,-0.042522,-0.29909,0.182281,1.151314,0.261718,0.107265,0.52218,0.637543,0.157628,A
7735,-0.104241,-0.314793,0.665951,-0.06411,0.17234,-0.515608,0.144676,0.195493,0.18881,C
7736,-0.128929,0.289748,0.235627,1.057473,0.17234,-0.01731,0.408929,1.322927,0.469443,E
7737,-0.104241,-1.037102,0.388552,-1.099311,0.17234,-0.266459,0.710932,-2.143539,-0.621908,X
7738,-0.252367,-0.149918,0.313868,-0.243616,0.0,0.771662,0.446679,-1.665454,-1.71326,A
7739,0.0,-0.087108,0.527252,0.659642,0.0,-1.013906,1.012935,2.838959,-2.742249,E
7740,-0.128929,0.0,-0.16269,1.993015,0.0,1.934358,0.069175,0.12121,0.531806,B
7741,-0.16596,-0.267686,0.256965,0.051662,0.261718,0.480988,0.182426,-0.459952,-0.247731,A
7742,0.09326,0.344707,0.14316,-0.026574,0.0,-0.598658,0.295677,0.104765,0.18881,G
7743,0.624046,-0.189174,0.139604,0.38731,0.0,-1.595254,-1.440842,-0.465524,1.529613,I
7744,0.167323,0.0,0.306755,-0.543548,0.0,-0.723232,-0.195078,-1.2468,-1.339082,F
7745,0.117948,0.627349,0.075589,0.831628,0.261718,0.647088,0.257927,0.836104,0.531806,A
7746,-0.22768,0.109171,0.413447,0.118917,0.17234,-0.391033,0.220177,0.446514,0.344717,D
7747,-0.06721,-0.149918,0.32098,0.118589,0.261718,0.06574,-0.044076,-0.40951,0.032902,A
7748,0.278418,-0.3619,0.502357,-1.588745,0.261718,-1.38763,-0.232828,-2.315133,-0.65309,F
7749,0.142636,0.43107,0.032912,-0.486796,0.261718,-0.930856,0.144676,-0.271448,0.531806,G
7750,-0.351118,0.014957,0.214288,0.736624,0.0,-0.640182,0.446679,1.4646,0.750076,E
7751,0.204355,-0.275537,0.360101,-0.278884,0.261718,-0.432558,0.295677,-0.029318,-0.060642,A
7752,-0.338774,-0.22843,0.584154,2.123586,0.261718,0.024215,-1.667344,2.179087,2.465057,X
7753,0.056229,0.281897,-0.091562,-0.919149,-0.185173,-1.263055,0.673182,-3.262779,-3.365878,F
7754,0.327793,0.336855,-0.020434,1.086893,0.0,-0.474083,0.106925,0.58052,-0.154186,A
7755,-0.128929,0.022808,0.19295,0.837775,0.261718,0.314889,-0.081827,0.466183,0.219991,A
7756,0.389513,0.556689,0.431229,-1.955514,0.082961,0.06574,0.069175,0.340545,-0.65309,A
7757,-0.042522,-0.3619,0.470349,-0.310721,0.261718,-1.055431,0.144676,-0.387668,-1.058449,F
7758,0.142636,-1.916434,-0.023991,-0.504341,0.261718,-0.183409,0.182426,0.857791,0.18881,A
7759,0.056229,-0.087108,0.089814,1.312409,0.082961,-1.263055,-0.836835,-2.061606,-2.243345,A
7760,0.204355,-0.134216,0.043581,-0.654873,0.261718,0.854712,0.748682,-1.493181,-0.497183,E
7761,0.117948,0.23479,0.050694,0.220456,0.261718,2.058932,0.031425,-0.998632,-0.590727,A
7762,0.846235,0.014957,-0.052442,0.98795,0.261718,-0.10036,0.673182,1.009639,0.095265,A
7763,0.352481,0.321153,0.128935,-1.64672,-0.900198,-0.224934,-0.044076,0.102144,-0.029461,F
7764,-0.240024,-0.534626,0.075589,-0.617039,0.17234,2.80638,0.408929,-1.657339,-1.339082,E
7765,0.130292,0.870736,-3.210528,0.062493,0.0,0.356414,0.333428,0.451524,0.40708,A
7766,0.068573,-0.189174,-2.090261,-0.633539,0.17234,-0.01731,0.484429,-0.819253,-0.466001,E
7767,-0.153617,-0.087108,0.299642,0.689629,0.261718,-0.058835,0.408929,0.978749,0.032902,F
7768,0.117948,0.23479,0.050694,0.220456,0.261718,2.017408,0.899684,-1.302658,-0.684271,A
7769,0.142636,-0.377602,0.328093,-0.039583,0.261718,-0.307984,0.295677,-0.26638,-0.310094,F
7770,-0.425181,-0.071406,0.424116,1.863279,0.17234,0.688613,1.805694,0.821427,2.122061,X
7771,3.265629,-0.251983,0.125378,-2.12386,0.976743,-0.972381,0.446679,-2.977276,-2.180982,I
7772,0.142636,0.069915,0.399221,0.568039,0.0,-0.10036,0.106925,0.426556,0.438262,A
7773,-0.32643,-0.652394,0.384996,-1.694222,-0.185173,-0.266459,-0.006326,-0.822767,-0.060642,E
7774,0.192011,-0.03215,0.249852,-0.418765,0.17234,0.896237,0.597681,-1.102427,-0.497183,F
7775,0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.474083,0.446679,-0.204251,0.095265,A
7776,0.327793,0.179832,0.157386,-0.508846,0.17234,0.522513,0.069175,1.142344,0.500624,A
7777,-0.128929,0.0,-0.16269,1.993015,0.0,-1.595254,-0.044076,3.987439,-3.646511,A
7778,-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,0.730137,-0.044076,-0.495773,-0.060642,A
7779,0.031541,-0.09496,-0.031104,0.803253,0.261718,-1.22153,-0.119577,-3.120775,-3.459422,A
7780,0.043885,0.069915,0.285416,0.372779,0.261718,-1.138481,0.069175,1.686907,1.124254,H
7781,-0.00549,-0.322644,0.100483,-0.519439,0.261718,-1.096956,-0.044076,0.012425,0.750076,A
7782,-0.351118,-0.314793,0.573485,1.670018,-0.185173,0.480988,-0.157328,0.231605,1.373706,X
7783,-0.178304,0.014957,0.264078,0.582361,0.17234,0.813187,-0.34608,0.750696,0.064084,A
7784,0.883267,-0.314793,0.086258,-1.337837,0.976743,-2.799474,-1.969347,-2.039143,-0.746634,I
7785,-0.252367,0.281897,0.146717,-0.082938,0.261718,-0.847807,-0.232828,-0.173497,0.594169,E
7786,0.117948,0.171981,0.217845,1.738109,0.261718,0.273364,0.371178,0.358058,-0.746634,A
7787,0.09326,-1.680899,0.356544,0.180532,0.17234,0.937762,0.484429,-0.013145,0.219991,A
7788,-0.054866,-0.220579,0.466793,-0.21697,0.17234,0.439463,1.163937,-2.6656,-2.461615,D
7789,0.043885,0.69801,0.022242,0.912997,0.261718,0.190314,0.52218,1.103862,0.126447,F
7790,0.31545,0.540986,0.029355,-0.395163,0.261718,-0.474083,-0.232828,0.238537,0.750076,G
7791,0.364825,0.289748,0.235627,-0.32379,0.17234,-0.474083,0.257927,-0.516936,-0.216549,A
7792,-0.215336,0.281897,0.107596,0.73922,0.082961,-0.432558,0.069175,0.259098,0.718895,E
7793,0.117948,0.069915,0.338762,-1.296004,0.0,-1.470679,0.295677,0.426808,1.966154,H
7794,0.25373,-0.197025,0.260522,0.326888,0.261718,0.06574,0.295677,-0.657367,-1.151994,F
7795,0.438888,-0.047852,0.388552,0.873551,-1.078955,-3.796071,0.144676,-2.337985,-0.247731,A
7796,0.019197,0.093469,0.473906,1.897295,0.17234,1.062336,0.55993,1.200027,2.465057,X
7797,2.105308,-0.079257,0.239183,-1.152363,0.0,-1.263055,0.295677,-0.974732,-0.278912,A
7798,0.4142,-0.471816,0.239183,1.018385,0.887365,-1.30458,-1.365341,0.514352,1.841428,I
7799,0.142636,0.486028,0.025799,0.545422,0.17234,0.564038,0.371178,-0.389765,-0.621908,A
7800,0.019197,0.525284,0.068476,0.166658,0.261718,-0.432558,0.408929,0.38823,0.219991,F
7801,0.204355,-0.275537,0.360101,-0.278884,0.261718,1.477585,0.446679,-1.077537,-0.278912,A
7802,0.25373,-0.197025,0.260522,0.326888,0.261718,0.231839,-0.119577,-0.96582,-0.902542,F
7803,-0.116585,-0.581733,0.569929,1.083313,0.082961,2.64028,-0.044076,-1.026008,-1.339082,D
7804,-0.240024,-0.534626,0.075589,-0.617039,0.17234,0.854712,0.484429,-2.037609,-0.777816,E
7805,0.15498,-0.236281,0.01513,0.558909,0.17234,1.602159,-0.006326,-0.582793,-0.216549,A
7806,0.599358,-2.426761,0.011573,0.54026,0.976743,-0.598658,-1.32759,1.376649,2.340331,I
7807,0.117948,0.266195,0.043581,-0.590035,0.17234,-1.138481,-0.081827,-0.168565,0.032902,F
7808,0.624046,0.007106,0.114709,-0.350674,0.887365,-1.968978,-1.176589,-1.522926,-0.310094,I
7809,0.080916,-0.244132,0.214288,-0.37914,0.0,-0.058835,0.52218,-0.053684,-0.029461,F
7810,0.056229,0.007106,0.406334,0.455401,0.261718,-0.640182,-0.270579,-0.554408,-0.154186,A
7811,0.142636,-0.291239,-3.210528,-2.167812,0.351096,-1.138481,0.182426,-1.723099,-0.621908,F
7812,0.31545,-0.330495,0.555703,-0.374098,0.708609,-0.058835,-2.535604,0.565007,0.282354,Y
7813,-0.091897,-0.071406,0.537921,-1.178561,0.261718,1.602159,0.55993,1.035869,1.186617,E
7814,-0.017834,0.132725,0.125378,1.357345,0.261718,-0.01731,0.106925,1.149877,-0.278912,A
7815,0.883267,-0.314793,0.086258,-1.337837,0.976743,-0.598658,-1.063338,-1.559116,0.562987,I
7816,0.019197,-0.087108,0.292529,0.240776,0.17234,-0.515608,0.371178,-0.418306,-0.029461,A
7817,-0.054866,-0.330495,-3.210528,-0.267456,0.261718,-0.266459,0.182426,1.24641,0.344717,F
7818,-0.32643,-0.079257,0.239183,0.566935,0.261718,0.771662,-0.119577,-0.195242,0.313536,E
7819,0.15498,-0.471816,0.50947,1.205082,0.261718,1.311485,0.106925,0.994922,0.219991,A
7820,-0.06721,-0.197025,0.299642,-1.66337,0.261718,-0.349509,0.031425,-0.542001,-0.590727,F
7821,0.080916,-0.071406,0.160942,1.225521,0.17234,-0.432558,0.182426,1.831435,1.155435,A
7822,-0.190648,-1.09206,0.402778,0.749425,0.17234,0.024215,0.220177,0.646202,0.157628,D
7823,-0.153617,-0.03215,0.271191,0.057241,0.261718,0.14879,0.295677,-0.319151,-0.310094,A
7824,-0.190648,-0.024299,0.367214,2.258633,0.17234,1.477585,0.295677,0.965935,1.966154,X
7825,-0.449869,-0.291239,0.434785,-0.068824,0.261718,-0.183409,0.371178,0.009668,0.344717,E
7826,0.167323,0.690159,-0.08445,-0.009059,0.261718,-0.224934,0.295677,-0.03823,-0.310094,F
7827,0.006853,0.164129,0.125378,0.58451,0.261718,-0.183409,0.069175,0.517886,-0.403638,A
7828,-0.00549,-0.204876,0.32098,-0.694588,0.261718,-0.01731,0.144676,0.027122,0.095265,F
7829,-0.486901,-0.03215,0.196506,-0.633748,0.261718,-1.096956,0.408929,-1.137977,0.18881,C
7830,0.117948,0.069915,0.338762,-1.296004,0.261718,-1.263055,0.182426,0.505946,1.061891,H
7831,-0.16596,-0.267686,0.256965,0.051662,0.261718,1.768258,0.446679,-1.685472,-1.245538,A
7832,-0.141273,0.250492,0.406334,1.250286,0.0,-0.723232,-0.006326,-0.985313,-1.245538,E
7833,0.056229,-0.291239,0.239183,0.767954,0.17234,0.314889,0.408929,0.037471,0.032902,A
7834,0.15498,0.595945,0.036468,-0.126143,0.261718,-0.10036,-2.950858,-0.315987,0.157628,A
7835,4.462983,-0.181323,0.306755,-2.963951,0.261718,-1.429155,0.182426,1.523934,-3.272334,F
7836,0.080916,0.014957,0.064919,0.346104,0.17234,-0.391033,0.52218,-0.511597,-0.372457,A
7837,-0.190648,-0.691649,0.28186,-0.194472,0.17234,-0.764757,-0.006326,0.864101,1.061891,E
7838,0.142636,-1.916434,-0.023991,-0.504341,0.261718,-0.224934,0.295677,0.846006,0.40708,A
7839,-0.00549,0.054213,0.32098,0.804804,0.17234,1.103861,0.144676,0.81533,2.340331,X
7840,0.130292,-0.463965,0.338762,0.26578,0.261718,0.190314,0.295677,-0.251799,-0.808997,A
7841,-0.017834,-0.047852,0.093371,-0.139302,0.261718,0.605563,0.408929,-0.134064,0.064084,A
7842,0.229043,-1.044953,0.349432,0.84243,0.261718,1.35301,0.597681,0.500431,0.001721,A
7843,0.648733,0.242641,-0.045329,-0.444157,0.261718,0.647088,0.408929,-1.113882,-0.43482,A
7844,0.142636,-0.377602,0.328093,-0.039583,0.261718,-0.432558,0.144676,-0.042656,-0.278912,F
7845,0.31545,-0.236281,0.37077,0.812174,0.261718,0.480988,0.899684,0.449253,0.219991,A
7846,0.192011,0.226939,0.118265,-0.472443,0.17234,-0.141884,-0.081827,-0.285679,-0.247731,F
7847,0.117948,0.124874,0.128935,0.3837,0.17234,0.231839,0.371178,-0.270613,-0.808997,A
7848,0.73514,-0.283388,0.089814,-1.848127,0.976743,-0.972381,-1.101088,-2.357109,-0.777816,I
7849,-0.116585,-0.652394,0.505913,-1.24874,0.0,-0.141884,-0.081827,-1.143432,0.282354,E
7850,0.192011,0.509582,0.079145,1.072093,0.261718,1.145386,0.069175,0.935026,0.594169,A
7851,-0.042522,-0.29909,0.182281,1.151314,0.261718,-0.01731,0.333428,0.931026,0.157628,A
7852,0.056229,0.486028,0.10404,-0.053338,0.261718,-0.681707,0.069175,0.492335,0.219991,G
7853,0.31545,0.517433,-0.002652,-2.543473,0.261718,0.564038,0.408929,-1.658135,-1.307901,F
7854,-0.351118,0.022808,0.171611,1.15197,0.261718,-0.058835,0.446679,0.97044,2.059698,X
7855,0.377169,0.109171,0.317424,-1.658297,-0.900198,-3.297773,-0.610333,-0.470553,-2.9917,H
7856,-0.00549,0.054213,0.32098,0.804804,0.17234,0.107265,0.257927,1.129723,1.311343,X
7857,0.080916,0.10132,0.10404,0.14049,0.261718,0.273364,0.069175,-0.190388,-0.185368,A
7858,-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.432558,0.106925,-0.29395,0.62535,A
7859,0.15498,-0.322644,0.175168,0.126526,0.17234,0.190314,-2.648855,0.250885,-0.185368,A
7860,0.019197,-0.087108,0.292529,0.240776,0.17234,0.937762,-0.081827,-0.397959,-0.123005,A
7861,0.117948,-0.220579,0.367214,0.914608,0.261718,1.103861,0.220177,0.865519,0.500624,A
7862,-0.22768,-0.503221,0.406334,-0.671732,0.0,-0.307984,0.220177,0.322004,-0.154186,E
7863,-0.252367,0.093469,0.239183,-0.021441,0.0,1.186911,-0.119577,-1.1744,-0.310094,A
7864,0.426544,0.588093,0.160942,-0.889699,0.261718,0.14879,0.106925,1.31017,-0.091823,F
7865,-0.22768,-0.503221,0.406334,-0.671732,0.261718,2.308081,0.446679,-1.6055,-0.87136,E
7866,-0.054866,0.226939,0.32098,-0.905841,0.261718,0.231839,0.220177,-1.366496,0.001721,H
7867,-0.264711,-0.275537,0.107596,0.827362,0.261718,-0.224934,0.597681,1.054314,0.40708,A
7868,-0.128929,-0.03215,0.068476,-0.151655,-0.989576,-0.972381,0.144676,0.508217,0.251173,F
7869,0.105604,-0.149918,0.438342,0.934659,0.261718,0.190314,0.484429,-0.450477,-1.058449,A
7870,-0.437525,-0.471816,0.463236,-0.545248,0.261718,1.685209,0.069175,-0.885363,0.157628,E
7871,-0.017834,-0.22843,0.37077,1.293671,0.17234,1.934358,0.257927,0.568948,1.217798,X
7872,-0.104241,-0.079257,0.011573,0.220903,0.261718,1.145386,0.446679,-0.733049,0.001721,A
7873,-0.202992,-0.377602,0.434785,0.244803,-0.721442,-1.055431,-0.081827,2.505848,1.342524,E
7874,0.907954,-0.330495,0.132491,1.039033,0.887365,-0.847807,-1.365341,0.635796,1.280161,I
7875,-0.128929,-0.283388,0.488131,0.833628,0.797987,-0.930856,-1.403091,0.734542,1.498432,Y
7876,0.068573,0.533135,0.488131,0.255665,-0.632064,-0.432558,0.635431,0.342079,0.157628,A
7877,0.043885,-0.157769,0.328093,0.552225,0.261718,0.730137,-0.006326,0.804709,0.126447,A
7878,-0.770809,-0.110662,0.328093,0.26205,0.17234,0.107265,0.144676,0.679791,0.594169,D
7879,0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.771662,0.220177,1.513372,0.905984,A
7880,0.080916,-0.291239,0.356544,0.226662,0.0,-0.557133,-0.157328,0.547145,0.157628,F
7881,0.25373,0.336855,0.086258,-0.979571,0.261718,-0.224934,0.899684,-0.204484,0.313536,G
7882,-0.351118,-0.244132,0.594823,1.592678,0.797987,0.730137,-0.950086,1.292075,1.903791,X
7883,0.216699,0.321153,0.128935,0.491087,0.261718,0.688613,1.050686,0.031569,-0.123005,A
7884,0.15498,0.23479,0.210732,0.643738,0.17234,0.231839,0.257927,0.220636,-0.247731,A
7885,0.562327,0.046362,0.210732,-1.052078,0.976743,-1.096956,-3.630366,0.504295,1.46725,I
7886,0.278418,0.069915,0.214288,-2.283942,0.082961,-0.972381,0.333428,-2.68884,-2.056256,A
7887,0.364825,0.36826,0.19295,-0.420406,0.261718,-1.096956,0.635431,0.086146,0.375899,H
7888,-0.116585,-0.338346,0.584154,1.143884,0.797987,-1.885928,-1.214339,-1.777773,-2.212163,Y
7889,-0.22768,-0.503221,0.406334,-0.671732,0.261718,0.730137,0.182426,-0.636127,0.095265,E
7890,0.09326,-0.385453,0.352988,0.546705,0.261718,0.06574,0.786433,0.583568,0.032902,A
7891,0.117948,0.242641,0.082701,-0.424583,-0.900198,0.107265,0.333428,-0.61644,0.344717,G
7892,0.229043,0.0,0.317424,-0.526838,0.0,-0.266459,0.333428,-0.213629,0.157628,F
7893,1.37702,-0.063555,0.349432,0.40572,0.17234,-0.515608,-0.459331,0.23312,0.126447,A
7894,-0.351118,-0.314793,0.573485,1.670018,-0.185173,-0.01731,-1.28984,1.962159,2.402694,X
7895,-0.289399,0.83148,0.157386,0.987562,0.529852,1.145386,-0.42158,-0.080827,0.219991,Y
7896,-0.178304,-0.620989,0.32098,0.699028,0.261718,1.43606,0.748682,-0.150975,0.126447,E
7897,-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-1.138481,0.182426,-1.229035,-0.840179,F
7898,0.229043,-0.016448,0.317424,-0.526838,0.261718,0.024215,0.937434,-0.503811,0.126447,F
7899,0.73514,-0.283388,0.089814,-1.848127,0.0,-1.346105,-0.987837,-1.663027,0.064084,I
7900,-0.240024,-0.424709,0.089814,1.094532,0.261718,0.854712,0.144676,1.10561,0.656532,A
7901,-0.32643,0.093469,-3.210528,0.668414,-0.095795,1.975883,0.220177,0.636339,1.966154,X
7902,-3.498799,0.164129,0.715741,-0.378514,0.0,-1.968978,0.106925,0.927609,-2.742249,E
7903,0.179667,-0.291239,0.228514,1.550427,0.17234,0.06574,0.333428,1.79507,0.438262,A
7904,0.192011,0.509582,0.079145,1.072093,0.261718,1.020811,0.295677,0.430613,0.438262,A
7905,-0.017834,-0.440412,0.267634,1.39515,0.261718,0.647088,0.257927,0.840608,0.251173,A
7906,0.105604,-0.251983,0.466793,0.287084,0.261718,0.06574,-0.081827,0.306258,-0.528364,A
7907,3.722352,0.336855,0.175168,-2.701227,0.261718,-0.889332,-0.195078,1.325256,-1.183175,F
7908,-0.190648,-0.024299,0.367214,2.258633,0.17234,1.186911,-0.006326,1.132267,2.090879,X
7909,-0.22768,-0.997846,0.356544,-0.026932,0.261718,-0.640182,-0.308329,0.047567,0.531806,D
7910,0.488263,-0.259834,0.050694,-0.755517,0.976743,1.35301,-1.403091,-1.434353,-0.43482,I
7911,-0.079554,0.313302,0.139604,0.295528,0.261718,1.477585,0.069175,-0.033337,-0.154186,A
7912,-0.042522,-0.236281,-3.210528,-0.272051,0.261718,0.854712,0.031425,-0.015261,0.438262,A
7913,-0.104241,-0.456114,0.484575,0.143802,0.261718,0.190314,0.031425,-0.233918,0.001721,F
7914,0.031541,0.140576,0.399221,-0.817372,0.261718,-1.180006,0.182426,1.122035,0.18881,H
7915,-0.030178,0.391814,0.217845,-0.07333,0.261718,1.145386,0.333428,-0.248887,0.718895,G
7916,0.290762,0.156278,0.136047,1.401386,0.082961,0.771662,-0.232828,0.986884,0.344717,A
